Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Engelstädter J., Sandrock C., Vorburger C.","Contagious parthenogenesis, automixis, and a sex determination meltdown",2011,"Evolution","65","2",,"501","511",,20,10.1111/j.1558-5646.2010.01145.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251520993&doi=10.1111%2fj.1558-5646.2010.01145.x&partnerID=40&md5=adae1966954f57d63509e09422927970","Institute of Integrative Biology, ETH Zurich, Universitätsstr.16, 8092 Zurich, Switzerland; Institute of Evolutionary Biology and Environmental Studies, University of Zurich, Winterthurerstrasse 190, 8057 Zürich, Switzerland; Swiss Federal Institute of Aquatic Science and Technology (EAWAG), Überlandstrasse 133, Postfach 611, 8600 Dübendorf, Switzerland","Engelstädter, J., Institute of Integrative Biology, ETH Zurich, Universitätsstr.16, 8092 Zurich, Switzerland; Sandrock, C., Institute of Evolutionary Biology and Environmental Studies, University of Zurich, Winterthurerstrasse 190, 8057 Zürich, Switzerland; Vorburger, C., Institute of Integrative Biology, ETH Zurich, Universitätsstr.16, 8092 Zurich, Switzerland, Swiss Federal Institute of Aquatic Science and Technology (EAWAG), Überlandstrasse 133, Postfach 611, 8600 Dübendorf, Switzerland","Because of the twofold cost of sex, genes conferring asexual reproduction are expected to spread rapidly in sexual populations. However, in reality this simple prediction is often confounded by several complications observed in natural systems. Motivated by recent findings in the Cape honey bee and in the parasitoid wasp Lysiphlebus fabarum, we explore through mathematical models the spread of a recessive, parthenogenesis inducing allele in a haplodiploid population. The focus of these models is on the intricate interactions between the mode of parthenogenesis induction through automixis and complementary sex determination (CSD) systems. These interactions may result in asexual production of diploid male offspring and the spread of the parthenogenesis-inducing allele through these males. We demonstrate that if parthenogenetic females produce a substantial proportion of male offspring, this may prevent the parthenogenesis-inducing allele from spreading. However, this effect is weakened if these diploid males are at least partially fertile. We also predict a degradation of multilocus CSD systems during the spread of parthenogenesis, following which only a single polymorphic CSD locus is maintained. Finally, based on empirical parameter estimates from L. fabarum we predict that male production in parthenogens is unlikely to prevent the eventual loss of sexual reproduction in this system. © 2010 The Author(s). Evolution© 2010 The Society for the Study of Evolution.","Cape honey bee; Central fusion; Complementary sex determination; Evolution of sex; Haplodiploidy; Lysiphlebus fabarum",Article,,Scopus,2-s2.0-79251520993
"Troemel E.R.","New models of microsporidiosis: Infections in zebrafish, c. elegans, and honey bee",2011,"PLoS Pathogens","7","2", e1001243,"","",,26,10.1371/journal.ppat.1001243,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952233647&doi=10.1371%2fjournal.ppat.1001243&partnerID=40&md5=e5330842bd5da31e18e5314035abf4d8","Section of Cell and Developmental Biology, University of California San Diego, La Jolla, CA, United States","Troemel, E.R., Section of Cell and Developmental Biology, University of California San Diego, La Jolla, CA, United States",[No abstract available],,Review,Open Access,Scopus,2-s2.0-79952233647
"Barber N.A., Adler L.S., Bernardo H.L.","Effects of above- and belowground herbivory on growth, pollination, and reproduction in cucumber",2011,"Oecologia","165","2",,"377","386",,25,10.1007/s00442-010-1779-x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651426670&doi=10.1007%2fs00442-010-1779-x&partnerID=40&md5=7456b6778f503acd08ff87a1b79bb7ad","Department of Plant, Soil, and Insect Sciences, University of Massachusetts, Amherst, United States","Barber, N.A., Department of Plant, Soil, and Insect Sciences, University of Massachusetts, Amherst, United States; Adler, L.S., Department of Plant, Soil, and Insect Sciences, University of Massachusetts, Amherst, United States; Bernardo, H.L., Department of Plant, Soil, and Insect Sciences, University of Massachusetts, Amherst, United States","Plants experience unique challenges due to simultaneous life in two spheres, above- and belowground. Interactions with other organisms on one side of the soil surface may have impacts that extend across this boundary. Although our understanding of plant-herbivore interactions is derived largely from studies of leaf herbivory, belowground root herbivores may affect plant fitness directly or by altering interactions with other organisms, such as pollinators. In this study, we investigated the effects of leaf herbivory, root herbivory, and pollination on plant growth, subsequent leaf herbivory, flower production, pollinator attraction, and reproduction in cucumber (Cucumis sativus). We manipulated leaf and root herbivory with striped cucumber beetle (Acalymma vittatum) adults and larvae, respectively, and manipulated pollination with supplemental pollen. Both enhanced leaf and root herbivory reduced plant growth, and leaf herbivory reduced subsequent leaf damage. Plants with enhanced root herbivory produced 35% fewer female flowers, while leaf herbivory had no effect on flower production. While leaf herbivory reduced the time that honey bees spent probing flowers by 29%, probing times on root-damaged plants were over twice as long as those on control plants. Root herbivory increased pollen limitation for seed production in spite of increased honey bee preference for plants with root damage. Leaf damage and hand-pollination treatments had no effect on fruit production, but plants with enhanced root damage produced 38% fewer fruits that were 25% lighter than those on control plants. Despite the positive effect of belowground damage on honey bee visitation, root herbivory had a stronger negative effect on plant reproduction than leaf herbivory. These results demonstrate that the often-overlooked effects of belowground herbivores may have profound effects on plant performance. © 2010 Springer-Verlag.","Acalymma vittatum; Cucumis sativus; Indirect effects; Pollinator visitation; Root herbivory",Article,,Scopus,2-s2.0-78651426670
"Sinton A.","The honey bee's sense of smell",2011,"American Bee Journal","151","2",,"109","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951475348&partnerID=40&md5=da1d37355cb09da36ea27c16d1a66642",,"Sinton, A.",[No abstract available],,Letter,,Scopus,2-s2.0-79951475348
"Szatkowska B., Bukowska B., Huras B.","The effect of bromfenvinphos and its impurities on human erythrocyte",2011,"Food and Chemical Toxicology","49","2",,"502","507",,8,10.1016/j.fct.2010.11.034,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78951470102&doi=10.1016%2fj.fct.2010.11.034&partnerID=40&md5=a88b301bc0e332a04294b7d51c2b1612","Department of Biophysics of Environmental Pollution, University of Łódź, Poland; Institute of Industrial Organic Chemistry, Warsaw, Poland","Szatkowska, B., Department of Biophysics of Environmental Pollution, University of Łódź, Poland; Bukowska, B., Department of Biophysics of Environmental Pollution, University of Łódź, Poland; Huras, B., Institute of Industrial Organic Chemistry, Warsaw, Poland","Bromfenvinphos - (E,. Z). -O,. O-diethyl-O-[1-(2,4-dichlorophenyl)-2-bromovinyl] phosphate (BFVF) is the insecticide elaborated in Poland, which has been used against Varroa destructor causing honey bees disease called as varroosis. The substances that are formed as a result of bromfenvinphos synthesis are dihydro-bromfenvinphos (O,. O-diethyl O-[1-(2,4-dichlorophenyl)vinyl] phosphate); dibromo-bromfenvinphos (O,. O-diethyl O-[1-(2,4-dichlorophenyl)-2,2-dibromovinyl] phosphate); 2,4-dichlorophenacyl bromide; 2,4-dichlorophenacylidene bromide and 2,4-dichlorophenacylidyne bromide. In this work, we evaluated the effect of these compounds on hemolysis and hemoglobin oxidation (met-Hb formation) in human erythrocytes. Moreover, the changes in the size (FSC-A) and the shape (SSC-A) of red blood cells were assessed using flow cytometry and phase contrast microscopy. It was proven that bromfenvinphos at concentrations ranging from 0.5 to 250 μM during 1. h incubation did not change the parameters examined in human erythrocytes. Similarly, most of bromfenvinphos impurities did not increase hemolysis and methemoglobin level nor changed the size and shape of the erythrocytes. The exception was dibromo-bromfenvinphos, which changed the FSC-A and SSC-A parameters, as well as 2,4-dichlorophenacyl bromide which induced hemolysis, increased the level of met-Hb and changed erythrocytes morphology. © 2010 Elsevier Ltd.","Bromfenvinphos; Erythrocytes; Hemolysis; Insecticides impurities; Methemoglobin",Article,,Scopus,2-s2.0-78951470102
"Sadler N., Nieh J.C.","Honey bee forager thoracic temperature inside the nest is tuned to broad-scale differences in recruitment motivation",2011,"Journal of Experimental Biology","214","3",,"469","475",,10,10.1242/jeb.049445,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79251477576&doi=10.1242%2fjeb.049445&partnerID=40&md5=0723572e554c2d1b92b664fddd9e9fe2","University of California San Diego, Divison of Biological Sciences, Section of Ecology, Behavior, and Evolution, 9500 Gilman Drive, San Diego, CA 92093-0116, United States","Sadler, N., University of California San Diego, Divison of Biological Sciences, Section of Ecology, Behavior, and Evolution, 9500 Gilman Drive, San Diego, CA 92093-0116, United States; Nieh, J.C., University of California San Diego, Divison of Biological Sciences, Section of Ecology, Behavior, and Evolution, 9500 Gilman Drive, San Diego, CA 92093-0116, United States","Insects that regulate flight muscle temperatures serve as crucial pollinators in a broad range of ecosystems, in part because they forage over a wide span of temperatures. Honey bees are a classic example and maintain their thoracic muscles at temperatures (Tth) tuned to the caloric benefits of floral resources. Using infrared thermography, we tested the hypothesis that forager motivation to recruit nestmates for a food source is positively correlated with Tth. We trained bees to a sucrose feeder located 5-100?m from the nest. Recruiting foragers had a significantly higher average Tth (2.7°C higher) when returning from 2.5?mol?l-1 sucrose (65% w/w) than when returning from 1.0?mol?l-1 sucrose (31% w/w). Foragers exhibited significantly larger thermal fluctuations the longer they spent inside the nest between foraging trips. The difference between maximum and minimum temperatures during a nest visit (Trange) increased with total duration of the nest visit (0.7°C increase per additional min spent inside the nest). Bees that recruited nestmates (waggle or round danced) were significantly warmer, with a 1.4-1.5 times higher ΔTth (difference between Tth and nest ambient air temperature) than bees who tremble danced or simply walked on the nest floor without recruiting between foraging bouts. However, recruiter Tth was not correlated with finer-scale measures of motivation: the number of waggle dance circuits or waggle dance return phase duration. These results support the hypothesis that forager Tth within the nest is correlated to broad-scale differences in foraging motivation. © 2011 Published by The Company of Biologists Ltd.","Foraging; Heterothermy; Honey bee; Recruitment; Thermoregulation; Waggle dance",Article,,Scopus,2-s2.0-79251477576
"Buczek K.","Range of susceptibility of Paenibacillus larvae to antibacterial compounds [Spektrum wrażliwości Paenibacillus larvae na działanie zwia̧zków antybakteryjnych]",2011,"Medycyna Weterynaryjna","67","2",,"87","90",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952412526&partnerID=40&md5=75c0a5b73eeded414074f543f86fb85e","Katedra Epizootiologii i Klinika Chorob Zakaznych Zwierzat Wydziau Medycyny Weterynaryjnej UP, ul. Głȩboka 30, 20-612 Lublin, Poland","Buczek, K., Katedra Epizootiologii i Klinika Chorob Zakaznych Zwierzat Wydziau Medycyny Weterynaryjnej UP, ul. Głȩboka 30, 20-612 Lublin, Poland","The honey bee disease American foulbrood (AFB) is a serious problem since its causative agent (Paenibacillus larvae) has become increasingly resistant to conventional antibiotics. From the year 2000 the number of isolates of P. larvae resistant against Oxytetracycline (OTC) has increased. Therefore, since 2000 many antibiotics, chemotherapeutic propolis and plant extracts were tested in vitro and in vivo against P. larvae. The most active in the in vitro tests appeared to be deoxycycline, minocycline, rifampicin and lincomycin. Among the 35 examined antibacterial compounds active against P. larvae were narasin, salinomycin and tylosine. In many countries tylosine, tilomycosis have been recommended for the control of AFB, while microsamicine was recommended in Japan. The studies with plain essential oils did not succeeded. The propolis extracts from the various parts of the world showed significant inhibition of P. larvae. Due to the evolution of the resistance of P. larvae to conventional antibiotic treatments, the research on normal bee microflora (Bacillus, Paenibacillus, and Brevibacillus) is an important step in identifying possible new active tools to treat AFB in honey bee colonies.","Antibacterial drugs; Control of AFB; Paenibacillus larvae",Review,,Scopus,2-s2.0-79952412526
"Kulloli S.K., Chandore A.N., Aitawade M.M.","Nectar dynamics and pollination studies in three species of Lamiaceae",2011,"Current Science","100","4",,"509","516",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951990455&partnerID=40&md5=8cb235fedf40692ab011f22af1d41be4","Plant Systematics and Evalutionary Science Division, Tropical Botanic Garden and Research Institute, Thiruvananthapuram 695 562, India; Spices Board, Govt of India, BLV Complex, Somwarpet 571 236, India; Department of Botany, Shivaji University, Kolhapur 416 004, India","Kulloli, S.K., Plant Systematics and Evalutionary Science Division, Tropical Botanic Garden and Research Institute, Thiruvananthapuram 695 562, India, Spices Board, Govt of India, BLV Complex, Somwarpet 571 236, India; Chandore, A.N., Department of Botany, Shivaji University, Kolhapur 416 004, India; Aitawade, M.M., Department of Botany, Shivaji University, Kolhapur 416 004, India","The nectar dynamics and pollination study of three species, viz. Leonotis nepetifolia (L.) R. Br., Leucas aspera (Willd.) Link and Orthosiphon thymiflorus (Roth) Sleesen were studied in their natural habitat. Little information is available on the nectar dynamics and pollinator preference of these medicinally important plants of the family Lamiaceae. There is wide array of floral foragers comprising honey bees, butterflies, flies, ants, birds and hawk moths. The nectar is dominated by sucrose-glucose and fructose in all species. Insects accounted for a majority of the visits (96%). Their nectar shows marked temporal fluctuations in volume and concentration of total sugars. These changes are interrupted in terms of removal by visitors and evaporation or condensation. Foraging behaviour of most of the insects and birds indicated that they are genuine pollen-transferring agents. However, infrequent visits by butterflies and sunbirds show that they use these plants only as a transient source of food. Honey bees accounted for ~ 66% visits in all three species and thus could be the major pollinator of these species.","Lamiaceae; Leonotis nepetifolia; Leucas aspera; Nectar; Orthosiphon thymiflorus",Article,,Scopus,2-s2.0-79951990455
"Mangum W.A.","Honey bee biology",2011,"American Bee Journal","151","2",,"159","161",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951487072&partnerID=40&md5=8961f23047fe53e3cc9762ad5163a403","Mathematics Department, University of Mary Washington, 1301 College Avenue, Fredericksburg, VA 22401-5358, United States","Mangum, W.A., Mathematics Department, University of Mary Washington, 1301 College Avenue, Fredericksburg, VA 22401-5358, United States",[No abstract available],,Article,,Scopus,2-s2.0-79951487072
"Moreira L.L., Dias T., Dias L.G., Rogão M., Da Silva J.P., Estevinho L.M.","Propolis influence on erythrocyte membrane disorder (hereditary spherocytosis): A first approach",2011,"Food and Chemical Toxicology","49","2",,"520","526",,12,10.1016/j.fct.2010.11.042,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78951469817&doi=10.1016%2fj.fct.2010.11.042&partnerID=40&md5=4a52149d3af99e914e505fc41ed844e8","CIMO - Escola Superior Agrária, School of Agriculture, Instituto Politécnico de Braganca, Campus Santa Apolónia, Apartado 1172, 5301-855 Braganca, Portugal; Escola Superior de Saúde de Bragança, School of Health, Instituto Politécnico de Braganca, Avenida D. Afonso V, 5300-121 Bragança, Portugal; Faculdade de Ciências e Tecnologia, Universidade do Algarve, Campus de Gambelas, 8005-139 Faro, Portugal","Moreira, L.L., CIMO - Escola Superior Agrária, School of Agriculture, Instituto Politécnico de Braganca, Campus Santa Apolónia, Apartado 1172, 5301-855 Braganca, Portugal; Dias, T., CIMO - Escola Superior Agrária, School of Agriculture, Instituto Politécnico de Braganca, Campus Santa Apolónia, Apartado 1172, 5301-855 Braganca, Portugal; Dias, L.G., CIMO - Escola Superior Agrária, School of Agriculture, Instituto Politécnico de Braganca, Campus Santa Apolónia, Apartado 1172, 5301-855 Braganca, Portugal; Rogão, M., Escola Superior de Saúde de Bragança, School of Health, Instituto Politécnico de Braganca, Avenida D. Afonso V, 5300-121 Bragança, Portugal; Da Silva, J.P., Faculdade de Ciências e Tecnologia, Universidade do Algarve, Campus de Gambelas, 8005-139 Faro, Portugal; Estevinho, L.M., CIMO - Escola Superior Agrária, School of Agriculture, Instituto Politécnico de Braganca, Campus Santa Apolónia, Apartado 1172, 5301-855 Braganca, Portugal","Propolis is a resinous substance collected from plants by bees. Its composition depends on the vegetation, the season, and the source area. It usually contains many chemical compounds such as polyphenols, steroids and amino acids. The hereditary spherocytosis (HS) is a type of anaemia characterized by microcytic and hyperchromic red cells, spherical in shape and without central pallor. Clinically, subjects present from asymptomatic conditions to severe haemolytic anaemia. In this study it was evaluated the effect of two propolis extracts in the osmotic fragility of HS patient red blood cell (RBC) membrane. It was found that propolis decreases the erythrocytes membrane fragility, being the effect of Bornes propolis more pronounced than Fundão propolis'. This effect was related with the higher phenolic content of the former propolis. The results obtained in vitro suggest that the membrane fragility increases under oxidative stress conditions for the patient RBC's and the protection effect of propolis is due to its antioxidant properties. These results open doors for future investigations in order to elucidate the mechanisms, identify the main compounds involved in this fragility protection of the erythrocyte membrane. This is the first work reporting an evaluation of the propolis effect in a blood disease. © 2010 Elsevier Ltd.","Apis mellifera; Bee product; Erythrocyte membrane; Phenolic compounds",Article,,Scopus,2-s2.0-78951469817
"Haddad O.B., Afshar A., Mariňo M.A.","Multireservoir optimisation in discrete and continuous domains",2011,"Proceedings of the Institution of Civil Engineers: Water Management","164","2",,"57","72",,65,10.1680/wama.900077,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551612330&doi=10.1680%2fwama.900077&partnerID=40&md5=4ac7aebc3c618221f1e4acb9a8295ca6","Department of Irrigation and Reclamation Engineering, Faculty of Agricultural Engineering and Technology, College of Agriculture and Natural Resources, University of Tehran, Karaj, Tehran, Iran; School of Civil Engineering, Enviro-hydroinformatic Centre of Excellence, University of Science and Technology (IUST), Tehran, Iran; Department of Civil and Environmental Engineering, Department of Biological and Agricultural Engineering, University of California, Davis, CA, United States","Haddad, O.B., Department of Irrigation and Reclamation Engineering, Faculty of Agricultural Engineering and Technology, College of Agriculture and Natural Resources, University of Tehran, Karaj, Tehran, Iran; Afshar, A., School of Civil Engineering, Enviro-hydroinformatic Centre of Excellence, University of Science and Technology (IUST), Tehran, Iran; Mariňo, M.A., Department of Civil and Environmental Engineering, Department of Biological and Agricultural Engineering, University of California, Davis, CA, United States","In this paper, the honey-bee mating optimisation (HBMO) algorithm, which is based on the mating procedure of honey-bees in nature, is presented and tested with three benchmark multireservoir operation problems in both discrete and continuous domains. To test the applicability of the algorithm, results are compared with those from different analytical and evolutionary algorithms (linear programming, dynamic programming, differential dynamic programming, discrete differential dynamic programming and genetic algorithm). The first example is a multireservoir operation optimisation problem in a discrete domain with discrete decision and state variables. It is shown that the performance of the model compares well with results of the well-developed genetic algorithm. The second example is a four-reservoir problem in a continuous domain that has recently been approached with different evolutionary algorithms. The third example is a ten-reservoir problem in series and parallel. The best solution obtained is quite comparable with the linear programming solution, and slightly better than the best result reported by other investigators using genetic algorithms. In all three cases, convergence of the solutions in different runs to near-global optima and its rapid convergence rate compared to genetic algorithm demonstrates the applicability and efficiency of the proposed algorithm in solving water-resource optimisation problems in both discrete and continuous domains.","Hydrology &; Water resource/water supply",Article,,Scopus,2-s2.0-79551612330
"Carina Audisio M., Torres M.J., Sabaté D.C., Ibarguren C., Apella M.C.","Properties of different lactic acid bacteria isolated from Apis mellifera L. bee-gut",2011,"Microbiological Research","166","1",,"1","13",,62,10.1016/j.micres.2010.01.003,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78449269822&doi=10.1016%2fj.micres.2010.01.003&partnerID=40&md5=3101db06d354eaa74d05f15e42318e34","Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), A4402FDC- Salta, Salta, Argentina; Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Facultad de Ingeniería, Universidad Nacional de Salta; Salta, Argentina; Centro de Referencia para Lactobacilos (CERELA-CONICET); 4000-San Miguel de Tucumán, Tucumán, Argentina","Carina Audisio, M., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), A4402FDC- Salta, Salta, Argentina, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina, Facultad de Ingeniería, Universidad Nacional de Salta; Salta, Argentina; Torres, M.J., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), A4402FDC- Salta, Salta, Argentina, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Sabaté, D.C., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), A4402FDC- Salta, Salta, Argentina, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Ibarguren, C., Instituto de Investigaciones para la Industria Química (INIQUI-CONICET), A4402FDC- Salta, Salta, Argentina, Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina; Apella, M.C., Consejo Nacional de Investigaciones Científicas y Técnicas (CONICET), Argentina, Centro de Referencia para Lactobacilos (CERELA-CONICET); 4000-San Miguel de Tucumán, Tucumán, Argentina","Eight strains belonging to Lactobacillus spp. and five to Enterococcus spp. were isolated from the gut of worker Apis mellifera L. bees. Studies based on 16S rRNA sequencing revealed that AJ5, IG9, A15 and CRL1647 strains had a 99% identity with Lactobacillus johnsonii, while SM21 showed a 99% similarity with Enterococcus faecium. L. johnsonii CRL1647, AJ5 and IG9 were high lactic acid producers (values were between 177 and 275 mM), and in vitro they inhibited different human food-borne pathogens and Paenibacillus larvae, the American foulbrood agent. This bacterium was the most sensitive to the lactic acid effect being inhibited by 44 mM of this metabolite. L. johnsonii CRL1647, AJ5 and IG9 also presented important surface properties. These cells showed between 77% and 93% of auto-aggregation. The preliminary study of the chemical nature of the aggregating factors revealed that the molecules involved in the surface of each L. johnsonii strain were quite complex; and something of a peptidic nature was mainly involved. E. faecium SM21 produced bacteriocin-like compounds with anti- Listeria effects. Furthermore, a band close to 6.0-7.5 kDA was detected by SDS-PAGE studies, and the entA, B and P structural genes were amplified by PCR reactions. For the first time, bee-gut associated L. johnsonii and E. faecium strains have been isolated, identified, cultivated and some of their functional properties reported. © 2010 Elsevier GmbH.","Apis mellifera L.; Bee-gut microbiota; Lactic acid bacteria; Lactobacillus johnsonii",Article,Open Access,Scopus,2-s2.0-78449269822
"Dacks A.M., Nighorn A.J.","The organization of the antennal lobe correlates not only with phylogenetic relationship, but also life history: A basal hymenopteran as exemplar",2011,"Chemical Senses","36","2",,"209","220",,8,10.1093/chemse/bjq121,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651451149&doi=10.1093%2fchemse%2fbjq121&partnerID=40&md5=f3752cda3f2a9fda02f6904fece07f8c","Department of Neuroscience, The University of Arizona, 1040 East 4th Street, Tucson, AZ 85721, United States","Dacks, A.M., Department of Neuroscience, The University of Arizona, 1040 East 4th Street, Tucson, AZ 85721, United States; Nighorn, A.J., Department of Neuroscience, The University of Arizona, 1040 East 4th Street, Tucson, AZ 85721, United States","The structure of the brain is a consequence of selective pressures and the ancestral brain structures modified by those pressures. The Hymenoptera are one of the most behaviorally complex insect orders, and the olfactory system of honeybees (one of the most derived members) has been extensively studied. To understand the context in which the olfactory system of the Hymenoptera evolved, we performed a variety of immunocytochemical and anatomical labeling techniques on the antennal lobes (ALs) of one of its most primitive members, the sawflies, to provide a comparison between the honeybee and other insect model species. The olfactory receptor neurons project from the antennae to fill the entire glomerular volume but do not form distinct tracts as in the honeybee. Labeling of projection neurons revealed 5 output tracts similar to those in moths and immunolabeling for several transmitters revealed distinct populations of local interneurons and centrifugal neurons that were also similar to moths. There were, however, no histaminergic or dopaminergic AL neurons. The similarities between sawflies and moths suggest that along with the great radiation and increased complexity of behavioral repertoire of the Hymenoptera, there were extensive modifications of AL structure. © The Author 2010. Published by Oxford University Press. All rights reserved.","Anatomy; Antennal lobes; Olfaction; Sawfly",Article,,Scopus,2-s2.0-78651451149
"Stolle E., Wilfert L., Schmid-Hempel R., Schmid-Hempel P., Kube M., Reinhardt R., Moritz R.F.A.","A second generation genetic map of the bumblebee Bombus terrestris (Linnaeus, 1758) reveals slow genome and chromosome evolution in the Apidae",2011,"BMC Genomics","12",, 48,"","",,28,10.1186/1471-2164-12-48,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651484927&doi=10.1186%2f1471-2164-12-48&partnerID=40&md5=0c29f27cefce1edad3ae78432e414298","Institut für Biologie, Martin-Luther-Universität Halle-Wittenberg, Hoher Weg 4, D-06099 Halle (Saale), Germany; Institute of Integrative Biology (IBZ), ETH Zürich, Universitätsstrasse 16, CH-8092 Zürich, Switzerland; Max Planck Institute for Molecular Genetics, Ihnestraße 63-73, D-14195 Berlin, Germany; Department of Genetics, University of Cambridge, Cambridge, CB2 3EH, United Kingdom; Genome Centre Cologne at MPI for Plant Breeding Research, Carl-von-Linné-Weg 10, D-50829 Köln, Germany","Stolle, E., Institut für Biologie, Martin-Luther-Universität Halle-Wittenberg, Hoher Weg 4, D-06099 Halle (Saale), Germany; Wilfert, L., Institute of Integrative Biology (IBZ), ETH Zürich, Universitätsstrasse 16, CH-8092 Zürich, Switzerland, Department of Genetics, University of Cambridge, Cambridge, CB2 3EH, United Kingdom; Schmid-Hempel, R., Institute of Integrative Biology (IBZ), ETH Zürich, Universitätsstrasse 16, CH-8092 Zürich, Switzerland; Schmid-Hempel, P., Institute of Integrative Biology (IBZ), ETH Zürich, Universitätsstrasse 16, CH-8092 Zürich, Switzerland; Kube, M., Max Planck Institute for Molecular Genetics, Ihnestraße 63-73, D-14195 Berlin, Germany; Reinhardt, R., Max Planck Institute for Molecular Genetics, Ihnestraße 63-73, D-14195 Berlin, Germany, Genome Centre Cologne at MPI for Plant Breeding Research, Carl-von-Linné-Weg 10, D-50829 Köln, Germany; Moritz, R.F.A., Institut für Biologie, Martin-Luther-Universität Halle-Wittenberg, Hoher Weg 4, D-06099 Halle (Saale), Germany","Background: The bumblebee Bombus terrestris is an ecologically and economically important pollinator and has become an important biological model system. To study fundamental evolutionary questions at the genomic level, a high resolution genetic linkage map is an essential tool for analyses ranging from quantitative trait loci (QTL) mapping to genome assembly and comparative genomics. We here present a saturated linkage map and match it with the Apis mellifera genome using homologous markers. This genome-wide comparison allows insights into structural conservations and rearrangements and thus the evolution on a chromosomal level.Results: The high density linkage map covers ~ 93% of the B. terrestris genome on 18 linkage groups (LGs) and has a length of 2'047 cM with an average marker distance of 4.02 cM. Based on a genome size of ~ 430 Mb, the recombination rate estimate is 4.76 cM/Mb. Sequence homologies of 242 homologous markers allowed to match 15 B. terrestris with A. mellifera LGs, five of them as composites. Comparing marker orders between both genomes we detect over 14% of the genome to be organized in synteny and 21% in rearranged blocks on the same homologous LG.Conclusions: This study demonstrates that, despite the very high recombination rates of both A. mellifera and B. terrestris and a long divergence time of about 100 million years, the genomes' genetic architecture is highly conserved. This reflects a slow genome evolution in these bees. We show that data on genome organization and conserved molecular markers can be used as a powerful tool for comparative genomics and evolutionary studies, opening up new avenues of research in the Apidae. © 2011 Stolle et al; licensee BioMed Central Ltd.",,Article,,Scopus,2-s2.0-78651484927
