Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Barker R.J., Berdel R.L., Waller G.D.","The molecular basis for scent discrimination: Response to nitrobenzene-d5 of honey bees (Apis mellifera L.) conditioned with nitrobenzene",1973,"Experientia","29","4",,"418","419",,4,10.1007/BF01926754,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015925040&doi=10.1007%2fBF01926754&partnerID=40&md5=8ed8d1a514028515c961efafeaec1f98","U. S. Department of Agriculture, Agricultural Research Service, Bee Research Laboratory, cooperating with the University of Arizona, 2000 E. Allen Road, Tucson, 85719, Arizonal, United States","Barker, R.J., U. S. Department of Agriculture, Agricultural Research Service, Bee Research Laboratory, cooperating with the University of Arizona, 2000 E. Allen Road, Tucson, 85719, Arizonal, United States; Berdel, R.L., U. S. Department of Agriculture, Agricultural Research Service, Bee Research Laboratory, cooperating with the University of Arizona, 2000 E. Allen Road, Tucson, 85719, Arizonal, United States; Waller, G.D., U. S. Department of Agriculture, Agricultural Research Service, Bee Research Laboratory, cooperating with the University of Arizona, 2000 E. Allen Road, Tucson, 85719, Arizonal, United States",[No abstract available],,Article,,Scopus,2-s2.0-0015925040
"Kriston I.","The evaluation of odour and colour signals as aids to orientation at the feeding site by Apis mellifera L. [Die Bewertung von Duft- und Farbsignalen als Orientierungshilfen an der Futterquelle durch Apis mellifera L.]",1973,"Journal of Comparative Physiology","84","1",,"77","94",,31,10.1007/BF00694148,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002363176&doi=10.1007%2fBF00694148&partnerID=40&md5=8aebefc47b62fff6184cc4f1c80a36dd","Fachbereich Biologie der Universität Frankfurt a. M., Germany; Zoologisches Institut II der Universität W:burg, Röntgenring 10, Würzburg, D-8700, Germany","Kriston, I., Fachbereich Biologie der Universität Frankfurt a. M., Germany, Zoologisches Institut II der Universität W:burg, Röntgenring 10, Würzburg, D-8700, Germany","1. Bees trained 3 time at a ""neutral"" feeding place (without colour) had to choose in the trials between two different unknown colour signals. They always preferred colour difficult to learn as opposed to the easily learned one. The term ""spontanous-choice"" and the problems of its application are discussed on the basis of these results. 2. Bees rewarded 3 times at a scentless and colourless feeding place were given the choice between one dish with an unknown scent and one with an unknown colour. The signals were judged with reference to each other and to the preceding training situation. The easy signals to learn had a ""repellent"" effect, regardless of whether colour or scent was involved. 3. After being trained at a feeding place marked with both scent and colour, the bees had to choose between the two signals separately. If one of the signals had a higher value, the bees indenpedently favoured this signal. If both had a similar value as signals, the bees preferred the scent after 1-3 rewards, but the colour after 10-20. 4. The relative value judgement would appear to be independent of the concentration of the scent. 5. The biological significance of these results is discussed. © 1973 Springer-Verlag.",,Article,,Scopus,2-s2.0-0002363176
"Leleji O.I.","Apparent preference by bees for different flower colours in cowpeas (Vigna sinensis (L.) Savi ex Hassk.)",1973,"Euphytica","22","1",,"150","153",,11,10.1007/BF00021567,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0006509199&doi=10.1007%2fBF00021567&partnerID=40&md5=3820c74cbfdde8f5b6d6e6391ab575a2","Institute for Agricultural Research, Ahmadu Bello University, Samaru, Zaria, Nigeria","Leleji, O.I., Institute for Agricultural Research, Ahmadu Bello University, Samaru, Zaria, Nigeria","A strong preference for different cowpea flowers apparently due to colour is reported for bumble bees (Bombus spp.) and honey bees (Apis mellifera). Bumble bees visited purple flowers much more often than they did white flowers in a ratio of 3:1. Honey bees, on the other hand, visited white flowers more than they did purple flowers in a ratio of 2:1. Judged from the positioning of their heads in the flowers, bumble bees are generally nectar collectors while honey bees collect both pollen and nectar but more of the former. This strong preference has implications in experiments designed to estimate out-crossing where different flower colours are used in the detection of hybrid plants. There will be more intra-colour than inter-colour pollen transfer. © 1973 H. Veenman en Zonen N.V.",,Article,,Scopus,2-s2.0-0006509199
"Richardson B.L., Myser W.C.","Radiation effects on the hemolymph free amino acid pool of the honeybee prepupa (Apis mellifera) and the wax moth larva (Galleria mellonella)",1973,"Radiation Research","54","2",,"274","283",,5,10.2307/3573705,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015784784&doi=10.2307%2f3573705&partnerID=40&md5=417171855ec59c331a37b4bc202c6ddd","Dept. Zool., Ohio State Univ., Columbus, Ohio 43210, United States","Richardson, B.L., Dept. Zool., Ohio State Univ., Columbus, Ohio 43210, United States; Myser, W.C., Dept. Zool., Ohio State Univ., Columbus, Ohio 43210, United States","Honeybee prepupae (Apis mellifera) were exposed to 50 kR of X rays and hemolymph samples collected 1 hr postirradiation. Last instar wax moth larvae (Galleria mellonella) were exposed to 5, 10, 20, 50, and 75 kR of X rays and hemolymph samples collected 24 hr postirradiation. Hemolymph extracted from honeybee prepupae 1 hr after a 50 kR exposure showed increased concentrations of phosphoethanolamine and valine. The predominant radiation effect on the hemolymph from wax moth larvae was an increased concentration of both individual amino acids and the total pool. The lowest exposure at which a radiation effect could be demonstrated was 10 kR, at which exposure lysine increased in concentration. The total pool showed significant increases at exposures greater than 20 kR. The increased free amino acid concentration after X irradiation was attributed to a decreased capacity of the tissues to utilize the free amino acid pool particularly with respect to protein synthesis.",,Article,,Scopus,2-s2.0-0015784784
"Verma L.R., Shuel R.W.","Respiratory metabolism of the semen of the honey-bee, Apis mellifera",1973,"Journal of Insect Physiology","19","1",,"97","103",,15,10.1016/0022-1910(73)90225-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750432665&doi=10.1016%2f0022-1910%2873%2990225-4&partnerID=40&md5=e658e0c34cd99d524d1d944ba56f0a05","Department of Environmental Biology, University of Guelph, Guelph, Ont., Canada","Verma, L.R., Department of Environmental Biology, University of Guelph, Guelph, Ont., Canada; Shuel, R.W., Department of Environmental Biology, University of Guelph, Guelph, Ont., Canada","Mean respiratory quotients determined on samples from individual drones by Cartesian diver respirometry averaged 0·64, suggesting that phospholipids constitute the major source of energy. The average sperm density of semen was 7·76 millions/μl. Dilution of semen increased the rate of oxygen consumption by 68 per cent. Semen stored at 13 to 14°C for 1 month showed only 40 per cent of the oxygen uptake of freshly ejaculated semen. Streptomycin sulphate treated samples of semen showed significantly lower rates of oxygen consumption than untreated samples. These results suggest that the high density of sperm in the semen and low metabolic activity during storage may be at least partly responsible for the successful long-term storage of honey-bee spermatozoa. © 1973.",,Article,,Scopus,2-s2.0-33750432665
"FREE J.B., WILLIAMS I.H.","Genetic determination of honeybee (Apis mellifera L.) foraging preferences",1973,"Annals of Applied Biology","73","2",,"137","141",,8,10.1111/j.1744-7348.1973.tb01318.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982367515&doi=10.1111%2fj.1744-7348.1973.tb01318.x&partnerID=40&md5=633529d79ba95c3f3d638f9323bcaead","Rothamsted Experimental Station, Harpenden, Hertfordshire, United Kingdom","FREE, J.B., Rothamsted Experimental Station, Harpenden, Hertfordshire, United Kingdom; WILLIAMS, I.H., Rothamsted Experimental Station, Harpenden, Hertfordshire, United Kingdom","Progeny from different honeybee queens that were reared in, and foraged from, the same colony sometimes differed in their floral preferences, confirming that these are to some extent innately determined. Copyright © 1973, Wiley Blackwell. All rights reserved",,Article,,Scopus,2-s2.0-84982367515
"Fernandez H.R., Bishop L.G.","Photosensitive pigment from the worker honeybee, Apis mellifera",1973,"Vision Research","13","7",,"1379","1381",,2,10.1016/0042-6989(73)90214-9,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015789228&doi=10.1016%2f0042-6989%2873%2990214-9&partnerID=40&md5=366e7bc3bda8fe60fb3b9f591c39736e","Department of Biological Sciences, University of Southern California, Los Angeles, CA 90007, United States","Fernandez, H.R., Department of Biological Sciences, University of Southern California, Los Angeles, CA 90007, United States; Bishop, L.G., Department of Biological Sciences, University of Southern California, Los Angeles, CA 90007, United States",[No abstract available],,Article,,Scopus,2-s2.0-0015789228
"Cheung A.C.-F.","Kinetic properties of arginine phosphokinase from honeybees, Apis mellifera L. (Hymenoptera, Apidae)",1973,"Archives of Biochemistry and Biophysics","154","1",,"28","39",,15,10.1016/0003-9861(73)90031-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015536585&doi=10.1016%2f0003-9861%2873%2990031-3&partnerID=40&md5=de8f0bc6aa9fdd30c969895b05471b07","Department of Entomology, The University of Alberta, Edmonton, Alta., Canada","Cheung, A.C.-F., Department of Entomology, The University of Alberta, Edmonton, Alta., Canada","The kinetic properties of honeybee arginine phosphokinase (APK), which catalyzes the reaction: Arginine phosphate + ADP + H+ ⇌ arginine + ATP, have been studied. In the direction of ATP synthesis, the pH optimum was around pH 7.2 and the activation energy over the range 18-44 °C was about 10,500 cal/mole. The optimum ratio of Mg2+:ADP was about 4:1. In the direction of arginine phosphate (AP) synthesis, the enzyme had a pH optimum around pH 8.3. The energy of activation for the reaction over the range 22-39 °C was about 7500 cal/mole. The optimum ratio of Mg2+:ATP was about 1:1. The initial velocities of the reactions in the direction of ATP and AP synthesis were measured at varying concentrations of one substrate while the concentration of the other substrate was held constant at several levels. The double reciprocal plots of the data obtained yielded a series of intersecting lines, indicating that the enzyme has a sequential mechanism. Radioisotope exchange experiment showed that arginine phosphokinase did not catalyze ATP ⇌ ADP exchange in the absence of arginine. Product inhibition studies showed that arginine was competitive with AP and noncompetitive with ADP; whereas ATP was competitive with ADP and noncompetitive with arginine. The results from initial velocity, radioisotope exchange, and product inhibition studies suggested that the enzyme has a rapid equilibrium, random mechanism. © 1973.",,Article,,Scopus,2-s2.0-0015536585
"Davidson E.W.","Ultrastructure of American foulbrood disease pathogenesis in larvae of the worker honey bee, Apis mellifera",1973,"Journal of Invertebrate Pathology","21","1",,"53","61",,27,10.1016/0022-2011(73)90113-4,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001980079&doi=10.1016%2f0022-2011%2873%2990113-4&partnerID=40&md5=dfd271b9fb6c797ff2a41ff5fa8b703f","Department of Entomology, The Ohio State University, 1735 Neil Avenue, Columbus, OH 43210, United States","Davidson, E.W., Department of Entomology, The Ohio State University, 1735 Neil Avenue, Columbus, OH 43210, United States","Using electron microscopy, the pathogenesis of American foulbrood disease was followed from ingestion of Bacillus larvae spores by young, susceptible honey bee larvae to death of the host and sporulation of the pathogen. Interaction between the host peritrophic membrane and B. larvae vegetatives is described. Phagocytosis was demonstrated to be a mechanism of entry of pathogen into host midgut cells. No evidence of enzymatic digestion of peritrophic membrane or host-cell microvilli was found during the initial interaction of pathogen and host midgut cell, although eventual lysis of host gut cells may have been the result of enzymatic activity. Following entry of bacteria into the hemocoel, host death resulted from systemic bacteremia. © 1973.",,Article,,Scopus,2-s2.0-0001980079
"NEEDHAM P.H., STEVENSON J.H.","The toxicity to foraging honeybees, Apis mellifera, of endosulfan, malathion and azinphos‐methyl applied to flowering oil seed rape, Brassica napus",1973,"Annals of Applied Biology","75","2",,"235","240",,9,10.1111/j.1744-7348.1973.tb07303.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982384048&doi=10.1111%2fj.1744-7348.1973.tb07303.x&partnerID=40&md5=a4955fa00b892b0d312114acb965cd47","Rothamsted Experimental Station, Harpenden, Hertfordshire, United Kingdom","NEEDHAM, P.H., Rothamsted Experimental Station, Harpenden, Hertfordshire, United Kingdom; STEVENSON, J.H., Rothamsted Experimental Station, Harpenden, Hertfordshire, United Kingdom","Wettable powder and emulsifiable concentrate formulations of endosulfan and azinphos‐methyl and an emulsifiable concentrate of malathion were sprayed on oil seed rape in full flower to assess their relative toxicities to foraging honeybees. Endosulfan was very much safer to honeybees than the two organophosphate insecticides, but there was little difference between the two types of formulation. Copyright © 1973, Wiley Blackwell. All rights reserved",,Article,,Scopus,2-s2.0-84982384048
"Liu T.P.","Effects of Fumidil B on the spore of Nosema apis and on lipids of the host cell as revealed by freeze-etching",1973,"Journal of Invertebrate Pathology","22","3",,"364","368",,14,10.1016/0022-2011(73)90165-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015721908&doi=10.1016%2f0022-2011%2873%2990165-1&partnerID=40&md5=bb5a0bcde64175af1e0ee03637696402","Department of Environmental Biology, University of Guelph, Guelph, Ont., Canada","Liu, T.P., Department of Environmental Biology, University of Guelph, Guelph, Ont., Canada","The epithelial cells of the midgut of honey bees, Apis mellifera, infected with Nosema apis showed young and mature spores randomly distributed in the cytoplasm. In these cells, only mitochondria and protein granules were observed. After treating infected bees with Fumidil B, an ultrastructural alteration in the spore membrane, especially in the young spore, was observed. At the same time, lipid granules appeared in the cytoplasm, mostly around the spores. The number of protein granules also increased. © 1973.",,Article,,Scopus,2-s2.0-0015721908
"Ruttner F., Woyke J., Koeniger N.","Reproduction in apis cerana 2. reproductive organs and natural insemination",1973,"Journal of Apicultural Research","12","1",,"21","34",,20,10.1080/00218839.1973.11099727,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002730117&doi=10.1080%2f00218839.1973.11099727&partnerID=40&md5=2d8441fb95dce318ff745af91ec03fe7","Institut für Bienenkunde, Universität Frankfurt am Main, 637, Taunus, Oberursel, Germany","Ruttner, F., Institut für Bienenkunde, Universität Frankfurt am Main, 637, Taunus, Oberursel, Germany; Woyke, J., Institut für Bienenkunde, Universität Frankfurt am Main, 637, Taunus, Oberursel, Germany; Koeniger, N., Institut für Bienenkunde, Universität Frankfurt am Main, 637, Taunus, Oberursel, Germany","The morphology of the genitalia, and the mating behaviour of Apis cerana indica from Peshawar, Pakistan, are described. The morphology of the vagina of the A. cerana queen, in particular the open valvefold, makes instrumental insemination easier than in A. mellifera. In the drone, both the quantity of semen and the concentration of spermatozoa in it are lower than in A. mellifera. In the seminal vesicles about 1·5 million spermatozoa were found per drone, and in the ejaculated fluid about 1·0 million per droneOne queen, dissected immediately after a second mating flight, had a quantity of semen in the oviducts corresponding to that from 14 drones, so on both flights together this queen may have mated with some 30 drones. A mating sign was observed on newly mated queens, but it lacked the chitinized plates found in A. mellifera. It is concluded that, to ensure full insemination, A. cerana queens must mate with more drones than is necessary for A. mellifera queens. Evolutionary trends in the genus Apis are discussed. © 1973 International Bee Research Association.",,Article,,Scopus,2-s2.0-0002730117
"Woyke J.","Instrumental insemination of apis cerana indica queens",1973,"Journal of Apicultural Research","12","3",,"151","158",,10,10.1080/00218839.1973.11099743,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0002728650&doi=10.1080%2f00218839.1973.11099743&partnerID=40&md5=fe8a15278aed58e50ab1b4cad913ed04","Institut für Bienenkunde, Oberursel/Ts, Germany; Zespół Pszczelnictwa Akademia Rolnicza, Warszawa-Ursynów, Poland","Woyke, J., Institut für Bienenkunde, Oberursel/Ts, Germany, Zespół Pszczelnictwa Akademia Rolnicza, Warszawa-Ursynów, Poland","For breeding purposes, the possibility of instrumental insemination of Apis cerana indica was investigated. Altogether 54 queens were inseminated, and 2000 drones were used. Semen, which is difficult to separate from mucus, could be collected from only about one-third of the drones (average 0·16 mm3 semen per drone). This amount resulted only in traces of spermatozoa in the spermatheca of inseminated queens. Increasing the amount injected from 1 mm3 to 4mm3 significantly increased the number of spermatozoa in the spermatheca; increasing the temperature at which the queens were kept after insemination (from 28° to 34°) also significantly increased this number. In some queens inseminated with one large dose of semen, the oviducts were not emptied, in contrast to queens inseminated twice with a smaller amount. Queens inseminated with doses higher than 3 mm3 semen in June and July were still producing worker brood in worker cells at the end of the season. Insemination of A. cerana queens with 2 mm3 A. mellifera semen resulted in a considerably larger number of spermatozoa reaching the spermatheca than pure A. cerana insemination with the same amount of semen. The reciprocal cross (A. mellifera queen × A. cerana semen) did not give the same effect. It is deduced that these differing results were due to the greater concentration and activity of the spermatozoa in A. mellifera semen. It seems that semen from 40–60 drones is necessary for effective insemination of an A. cerana queen. © 1973 International Bee Research Association.",,Article,,Scopus,2-s2.0-0002728650
"Krieg A.","über die Möglichkeiten einer mikrobiologischen Bekämpfung von Wachsmotten",1973,"Zeitschrift für Angewandte Entomologie","74","1-4",,"337","343",,,10.1111/j.1439-0418.1973.tb01814.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85024938895&doi=10.1111%2fj.1439-0418.1973.tb01814.x&partnerID=40&md5=7aff1684efcb70d7a75890f2f4bb3a41","Biologische Bundesanstalt, Institut für biologische Schädlingsbekämpfung, Darmstadt, Germany","Krieg, A., Biologische Bundesanstalt, Institut für biologische Schädlingsbekämpfung, Darmstadt, Germany","Possibilities of microbiological control of the great wax moth. At present, for control of larvae of the greater wax moth (Galleria mellonella) and with lower chances, of the lesser wax moth (Achroia grisella) in bee combs only preparations based on Bacillus thuringiensis are recommended because they are harmless for honey bees (Apis mellifera) as well as for men. Usage of viruses for the same purpose may be possible too, but their application needs additional studies. Zur Zeit können nur Formulierungen von Bacillus thuringiensis zur Bekämpfung von Wachsmotten‐Larven (Galleria mellonella und in geringem Maße auch Achroia grisella) empfohlen werden, da sie sowohl für die Honigbiene (Apis mellifera) als auch für den Menschen harmlos sind. Die Verwendung von Viren für den gleichen Zweck dürfte möglich sein; doch sind für eine sichere Anwendung noch zusätzliche Untersuchungen notwendig. 1973 Blackwell Verlag GmbH",,Article,,Scopus,2-s2.0-85024938895
"Torchio P.F., Youssef N.N.","A method of feeding bees measured amounts of insecticides in solution",1973,"The Canadian Entomologist","105","7",,"1011","1014",,2,10.4039/Ent1051011-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84958858178&doi=10.4039%2fEnt1051011-7&partnerID=40&md5=840e17c22d4551a2115311ece1d01186","Entomology Research, Agricultural Research Service, U.S. Department of Agriculture, Logan, Utah, United States; Zoology Department, Utah State University, Logan, United States","Torchio, P.F., Entomology Research, Agricultural Research Service, U.S. Department of Agriculture, Logan, Utah, United States; Youssef, N.N., Zoology Department, Utah State University, Logan, United States","A device designed to measure amount of pesticide solutions consumed by three species of bees (Megachile rotundata (F.), alfalfa leafcutting bee; Nomia meiernden Cockerell, alkali bee; and Apis mellifera L, honey bee) is described in detail. Isolated bees fed freely from capillary tubes filled with known mixtures of pesticides and honey solutions. The change in volume of solution was used in determining the exact amount of pesticide consumed by each individual. © 1973, Entomological Society of Canada. All rights reserved.",,Article,,Scopus,2-s2.0-84958858178
"El‐Sayed A.M.K., Abdel‐Aal Y.A.I.","Invivo and Invitro Anticholinesterase Activity of Matacil and Dursban in Relation to Temperature",1973,"Zeitschrift für Angewandte Entomologie","73","1-4",,"132","136",,1,10.1111/j.1439-0418.1973.tb02278.x,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84953109027&doi=10.1111%2fj.1439-0418.1973.tb02278.x&partnerID=40&md5=b0790ecdd07cf01909448a33eed08284","Plant Protection Department, Faculty of Agriculture, Assiut University, Assiut, Egypt","El‐Sayed, A.M.K., Plant Protection Department, Faculty of Agriculture, Assiut University, Assiut, Egypt; Abdel‐Aal, Y.A.I., Plant Protection Department, Faculty of Agriculture, Assiut University, Assiut, Egypt","With a simplified electrometric method the invivo and invitro anticholinesterase activity of Matacil and Dursban in relation to temperature was measured in Apis mellifera. Matacil exhibited a negative temperature coefficient of activity whereas Dursban exhibited a positive one. The results suggest that the two compounds are subjected within the insect body after their penetration to metabolic reactions which are activated with the arise of temperature. These reactions degradate the carbamic ester compound much more at the high temperature than at the low causing its negative temperature coefficient of activity whereas they activate the unpotent phosphorothionate compound and convert it to the phosphate analog which is stronger inhibitor. This convertion is greater at the high temperature than at the low causing the positive temperature coefficient to activity. Invivo‐ und Invitro‐Anticholinesterase‐ Aktivität von Matacil und Durshan in Beziehung zur Temperatur Mit einer vereinfachten elektrometrischen Methode wurde die Anticholinesterase‐Aktivität eines Carbamats (Matacil) und eines Phosphorthionats (Dursban) in Beziehung zur Temperatur im Körper junger Arbeitsbienen (Apis mellifera) gemessen. Matacil zeigte einen negativen, Dursban einen positiven Temperatur‐Koeffizienten der Aktivität. Aus den Ergebnissen geht hervor, daß die zwei Verbindungen im Körper der Biene von Metaboliten‐Reaktionen abhängen, deren Intensität mit der Temperatur zunimmt. Diese Reaktionen verringern die Aktivität des Carbamats bei höherer Temperatur, während sie gleichzeitig die Phosphorverbindung aktivieren, und zwar durch Umwandlung in die aktivere Phosphatform. Diese Umwandlung ist bei höherer Temperatur stärker als bei niedrigerer und damit verantwortlich für den positiven Temperatur‐Koeffizienten. 1973 Blackwell Verlag GmbH",,Article,,Scopus,2-s2.0-84953109027
"Mizuno T., Nishigaki J., Takeuchi K., Matsuka M.","Utilization of Formose Sugar by Several Insects",1973,"Nippon NÅgeikagaku Kaishi","47","5",,"327","332",,,10.1271/nogeikagaku1924.47.327,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84996297825&doi=10.1271%2fnogeikagaku1924.47.327&partnerID=40&md5=d557c30417868392a7aa89b63190ad9d","Faculty of Agriculture, Shizuoka University, Japan; Faculty of Agriculture, Tamagawa University, Japan","Mizuno, T., Faculty of Agriculture, Shizuoka University, Japan; Nishigaki, J., Faculty of Agriculture, Shizuoka University, Japan; Takeuchi, K., Faculty of Agriculture, Tamagawa University, Japan; Matsuka, M., Faculty of Agriculture, Tamagawa University, Japan","Formose sugar was compared with several natural sugars and water in the attractiveness to several insects and their feeding responses and physiological utilization. The results were as follows: (1) Formose sugar was inferior to maltose, sucrose and D-glucose in the attractiveness to two field ants, Myrmecia graminicola nipponica and Formica fusca japonica, similar to D-fructose and D-xylose, but superior to lactose, L-rhamnose, L-arabinose, D-mannose, D-galactose and water. (2) When the almond moth, Cadra cautella, was fed on formose, this sugar did not increase the longevity and the fecundity as much as D-glucose did, but it increased them as much as sucrose, D-fructose, D-xylose and water. When fed with both formose and a natural sugar, the free sugar alcohol patterns of the body fluid consisting of glycerol and erythritol were not changed. (3) Formose caused not only growth inhibition but also death of worker honeybee, Apis mellifera. When fed with formose, the stationary pattern of the body fluid showing glycerol, erythritol and ribitol as major constituents, changed into an irregular pattern. © 1973, Japan Society for Bioscience, Biotechnology, and Agrochemistry. All rights reserved.",,Article,,Scopus,2-s2.0-84996297825
"Bertrand D., Perrelet A., Baumann F.","Physiological properties of eye pigment cells in drones (Apis mellifera) [Propriétés physiologiques des cellules pigmentaires de l'oeil du faux-bourdon (Apis mellifera.]",1972,"Journal de Physiologie","65",,,"","",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015449008&partnerID=40&md5=411a8f0ff076d88ce1386c886b161134",,"Bertrand, D.; Perrelet, A.; Baumann, F.",[No abstract available],,Article,,Scopus,2-s2.0-0015449008
"Mestriner M.A., Contel E.P.","The P-3 and EST loci in the honeybee Apis mellifera.",1972,"Genetics","72","4",,"733","738",,31,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015453610&partnerID=40&md5=7645f9383cbf7bc03e545612e8361e64",,"Mestriner, M.A.; Contel, E.P.",[No abstract available],,Article,,Scopus,2-s2.0-0015453610
"Ortiz-Picón J.M., Díaz-Flores L.","Optic and microscopic study of the hypopharyngeal glands in Apis mellifera [Etude structurale, optique et electronique, des glandes hypopharyngiennes de ""Apis mellifera""]",1972,"Trabajos del Instituto Cajal de investigaciones biologicas","64",,,"223","240",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015468421&partnerID=40&md5=e1be1c8daf66e03099fe64c244b32981",,"Ortiz-Picón, J.M.; Díaz-Flores, L.",[No abstract available],,Article,,Scopus,2-s2.0-0015468421
"Sannasi A., George C.J.","Termite queen substance: 9-oxodec-trans-2-enoic acid",1972,"Nature","237","5356",,"457","",,8,10.1038/237457a0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015520701&doi=10.1038%2f237457a0&partnerID=40&md5=e6021d20bdf4a909da721c87a541fb89","Department of Zoology, Madras University, Madras; Department of Zoology, Karnatak University, Dharwar, Mysore; Alexander von Humboldt Fellow, Institut für Genetik, Universität des Saarlandes, 66 Saarbrücken","Sannasi, A., Department of Zoology, Madras University, Madras, Alexander von Humboldt Fellow, Institut für Genetik, Universität des Saarlandes, 66 Saarbrücken; George, C.J., Department of Zoology, Karnatak University, Dharwar, Mysore","EXTRACTS of honeybee (Apis mellifera) queens inhibit the development of supplementary reproductives in the termite, Kalotermes flavicollis1. Similarly, extracts of a whole queen of the termite, Odontotermes genus 2, and queen heads of O. assmuthi inhibit queen rearing by workers of A. mellifera2 and A. cerana (unpublished work of A. S. et al.) and also development of the workers' ovaries of these species. These observations indicate that the ""queen substance"" of honeybees and termites exhibits reciprocal activity, and suggest that the chemical nature of the queen substance of termites may be 9-oxodec-trans-2-enoic acid of A. mellifera 3, A. cerana, A. dorsata4,5 and A. florea5 or a similar substance; but the queens of termites have not yet been unequivocally shown to contain queen substance. We have made extracts of physogastric queen heads of the mound-building termite, O. assmuthi, and have analysed these extracts qualitatively for queen substance. © 1972 Nature Publishing Group.",,Article,,Scopus,2-s2.0-0015520701
"Perrelet A.","Protein synthesis in the visual cells of the honeybee drone as studied with electron microscope radioautography",1972,"Journal of Cell Biology","55","3",,"595","605",,19,10.1083/jcb.55.3.595,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0015459721&doi=10.1083%2fjcb.55.3.595&partnerID=40&md5=3f98777385073457fe7b20ed0b3d96bf","Institute of Histology, University of Geneva Medical School, Geneva 4, 1211, Switzerland","Perrelet, A., Institute of Histology, University of Geneva Medical School, Geneva 4, 1211, Switzerland","Protein synthesis was studied in the visual cells of an insect (honeybee drone, Apis mellifera) by electron microscope radioautography. After a single injection of tritiated leucine, the radioactivity first appears in the cytoplasm of the visual cell which contains ribosomes. Later, part of this radioactivity migrates to the rhabdome, the visual cell region which is specialized in light absorption. A maximal concentration of radioactivity is reached there 48 hr after the injection of leucine. This pattern of protein synthesis and transport resembles that described in vertebrate visual cells (rods and cones), where newly synthesized proteins have been shown to contribute to the renewal of the photoreceptor membrane. © 1972, Rockefeller University Press., All rights reserved.",,Article,,Scopus,2-s2.0-0015459721
"Barker R.J., Lehner Y.","Free amino acids in thoraces of flown honey bees, Apis mellifera L. (Hymenoptera: Apidae)",1972,"Comparative Biochemistry and Physiology -- Part B: Biochemistry and","43","1",,"163","164,IN9-IN10,165-169",,22,10.1016/0305-0491(72)90213-1,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0001074116&doi=10.1016%2f0305-0491%2872%2990213-1&partnerID=40&md5=71b478f4a7abd2d7d90342d4b20f797d","Entomology Research Division, Agricultural Research Service, U.S. Department of Agriculture, Tucson, AZ 85719, United States","Barker, R.J., Entomology Research Division, Agricultural Research Service, U.S. Department of Agriculture, Tucson, AZ 85719, United States; Lehner, Y., Entomology Research Division, Agricultural Research Service, U.S. Department of Agriculture, Tucson, AZ 85719, United States","1. 1. The free amino acids were compared in the thoraces of flown and unflown honey bees, Apis mellifera L. Both workers and drones were tested. 2. 2. The amino acids showed little change with flight detectable by thin-layer chromatography on silica gel. By spectrophotometric analysis, a slight depletion in proline content with flight was observed. 3. 3. Evidently, proline is a minor source of flight energy in bees fed sucrose. © 1972.","amino acid; Apis mellifera L; drones; energy; flight; honeybee; muscle; proline; β-alanine",Article,,Scopus,2-s2.0-0001074116
"Bishop L.G.","A note on the preservation of chromatic information in the lamina of the worker honeybee (Apis mellifera)",1972,"Journal of Comparative Physiology","77","3",,"233","238",,4,10.1007/BF00696427,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-34250471298&doi=10.1007%2fBF00696427&partnerID=40&md5=571b8b2ae3612ab1eaa5d88abc742629","Department of Biological Sciences, University of Southern California, Los Angeles, California, United States","Bishop, L.G., Department of Biological Sciences, University of Southern California, Los Angeles, California, United States","Extracellular recordings were taken from a ""sustained"" unit in the first optic chiasma of the optic lobe of the worker honeybee. This unit received information from only one of the four retinal photopigments, despite the anatomical convergence in the retina and lamina ganglionaris. © 1972 Springer-Verlag.",,Article,,Scopus,2-s2.0-34250471298
