Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Document Type,Access Type,Source,EID
"Pearson W.D., Braiden V.","Seasonal Pollen Collection by Honeybees from Grass/Shrub Highlands in Canterbury, New Zealand",1990,"Journal of Apicultural Research","29","4",,"206","213",,23,10.1080/00218839.1990.11101221,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0345786266&doi=10.1080%2f00218839.1990.11101221&partnerID=40&md5=44a48f4f43e5f6be6db6abe189d5c8c4","DSIR Plant Protection, Private Bag, Christchurch, New Zealand; 7 Sulby Rd, Christchurch, New Zealand","Pearson, W.D., DSIR Plant Protection, Private Bag, Christchurch, New Zealand; Braiden, V., 7 Sulby Rd, Christchurch, New Zealand","Honeybee (Apis mellifera ligustica Spinola) pollen pellets were trapped weekly from September to May in a high country area inland from Christchurch, New Zealand. The major pollen types identified were Discaria toumatou, Taraxacum-type, Trifolium repens and Coprosma sp. Unmodified high country appears to have adequate spring pollen sources but there may be a dearth of forage sources in the late summer and autumn if Taraxacum-types and thistles are not present. Indigenous anemophilous sources supplied over 80% of the pollen during the first two months in spring but very little through the rest of the year. Introduced entomophilous species were virtually the sole source over the last five months. Honeybees collected no pollen on six of the 38 observation dates due to adverse weather. © 1990 International Bee Research Association.",,Article,,Scopus,2-s2.0-0345786266
"Allen M.F., Ball B.V.","Purification, characterization, and some properties of a virus from the aphid Sitobion avenae",1990,"Journal of Invertebrate Pathology","55","2",,"162","168",,7,10.1016/0022-2011(90)90051-7,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025349925&doi=10.1016%2f0022-2011%2890%2990051-7&partnerID=40&md5=efd2715e60e6567ccacadfcf9bdac963","Department of Entomology and nematology, AFRC Institute of Arable Crops Research, Rothamsted Experimental Station, Harpenden, Hertfordshire AL5 2JQ, United Kingdom","Allen, M.F., Department of Entomology and nematology, AFRC Institute of Arable Crops Research, Rothamsted Experimental Station, Harpenden, Hertfordshire AL5 2JQ, United Kingdom; Ball, B.V., Department of Entomology and nematology, AFRC Institute of Arable Crops Research, Rothamsted Experimental Station, Harpenden, Hertfordshire AL5 2JQ, United Kingdom","A new insect virus was isolated from the English grain aphid Sitobion (Macrosiphum) avenae and the rose grain aphid Metopolophium dirhodum maintained in continuous laboratory culture. The virus particles were isometric with a diameter of 30 nm. The particles from S. avenae had a sedimentation coefficient of 156 S, had a buoyant density of 1.366 in CsCl, contained RNA, and had one capsid protein of Mr 29,000. The virus was serologically unrelated to two similar viruses isolated from aphids-Rhopalosiphum padi virus and aphid lethal paralysis virus. It did not multiply in crop plants on which both S. avenae and M. dirhodum feed or in pupae of the honey bee, Apis mellifera, and was not detected in field-collected aphids. Virus could be transmitted to healthy aphids by contact with honeydew secreted by virus-infected individuals. © 1990.","cereal aphids; characterization; incidence; isolation; Metopolophium dirhodum; nonoccluded virus; Sitobion (Macrosiphum) avenae; transmission",Article,,Scopus,2-s2.0-0025349925
"Rachinsky A., Strambi C., Strambi A., Hartfelder K.","Caste and metamorphosis: Hemolymph titers of juvenile hormone and ecdysteroids in last instar honeybee larvae",1990,"General and Comparative Endocrinology","79","1",,"31","38",,142,10.1016/0016-6480(90)90085-Z,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025338539&doi=10.1016%2f0016-6480%2890%2990085-Z&partnerID=40&md5=45fcd9e6a3d49bd795e95caebdfee5a4","LS Entwicklungsphysiologie, Zoologisches Institut, Auf der Morgenstelle 28, D-7400 Tübingen, Germany; CNRS, Laboratoire de Neurobiologie, B.P.71, F-13402 Marseille Cedex 9, France","Rachinsky, A., LS Entwicklungsphysiologie, Zoologisches Institut, Auf der Morgenstelle 28, D-7400 Tübingen, Germany; Strambi, C., CNRS, Laboratoire de Neurobiologie, B.P.71, F-13402 Marseille Cedex 9, France; Strambi, A., CNRS, Laboratoire de Neurobiologie, B.P.71, F-13402 Marseille Cedex 9, France; Hartfelder, K., LS Entwicklungsphysiologie, Zoologisches Institut, Auf der Morgenstelle 28, D-7400 Tübingen, Germany","Juvenile hormone (JH) and ecdysteroid titers are critical factors for caste development and metamorphosis in the last larval instar of the honeybee, Apis mellifera. Two highly sensitive radioimmunoassays were used for the determination of these hormones in the hemolymph. For juvenile hormone, which is of prime importance for the control of caste development in honeybees, our data show a caste-specific peak in queen larvae of the early fifth instar. A second peak appears in prepupae of both castes which probably is responsible for the regulation of the pupal moult. A single peak of ecdysteroids was observed in prepupae of both castes. In queens, however, the titer increases distinctly earlier than in worker larvae. The ecdysteroid composition of this prepupal peak was determined by high-performance liquid chromatography separation followed by radioimmunoassay. Makisterone A proved to be the main ecdysteroid compound, but 20-hydroxyecdysone was also found in significant amounts. © 1990.",,Article,,Scopus,2-s2.0-0025338539
"Harbo J.R.","Artificial Mixing of Spermatozoa from Honeybees and Evidence for Sperm Competition",1990,"Journal of Apicultural Research","29","3",,"151","158",,22,10.1080/00218839.1990.11101212,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000714166&doi=10.1080%2f00218839.1990.11101212&partnerID=40&md5=ebe35f64229bdac179798dd638671c80","Agricultural Research Service, USDA, Honey Bee Breeding, Genetics and Physiology Research, Baton Rouge, LA, 70820, United States","Harbo, J.R., Agricultural Research Service, USDA, Honey Bee Breeding, Genetics and Physiology Research, Baton Rouge, LA, 70820, United States","In each of 6 experiments, about 300 μl of honeybee (Apis mellifera L.) semen was diluted, mixed, and used to inseminate about 20 queens. The mixture for each experiment contained a portion of genetically marked sperm. Since the queens were also genetically marked, one could estimate the ratio of marked and unmarked sperm in each queen by counting her marked and unmarked progeny. The objective was to determine if each queen received equal proportions of marked sperm. In two experiments having semen mixtures with about 50% marked sperm, the 95% confidence interval for percent marked progeny was ±9·7% among the 22 queens in group 1 (semen was diluted 1:1 and stirred for 3–5 min) and ±9·0% among the 16 queens in group 6 (semen diluted 1:40 and centrifuged). The confidence intervals were similar and both were significantly greater than ±4·5% (expected 95% confidence interval when sampling a perfect mix with 500 workers from each queen) (P<0·01). In experiments having a very low frequency of marked spermatozoa in the mixture (1%, 2%, and 4%), at least one marked worker was found among the 500 progeny from each queen (n = 68 queens), even when insemination doses were <0·2% of the total semen mixture. Nonrandom changes in progeny frequencies were related to insemination volume, time, and sperm handling procedures. Since nonmixing would cause random changes in progeny frequencies, much of the variability may have been caused by sperm competition rather than nonmixing. © 1990 International Bee Research Association.",,Article,,Scopus,2-s2.0-0000714166
"Southwick E.E., Roubik D.W., Williams J.M.","Comparative energy balance in groups of africanized and european honey bees: Ecological implications",1990,"Comparative Biochemistry and Physiology -- Part A: Physiology","97","1",,"1","7",,29,10.1016/0300-9629(90)90713-3,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0025050906&doi=10.1016%2f0300-9629%2890%2990713-3&partnerID=40&md5=a639de3ed46030f3d59bbf6ed0c8d5b4","Department of Biological Sciences, State University of New York, Brockport, NY 14420 USA, Telephone: 716-395-5743, Fax: (716) 395-2416; Smithsonian Tropical Research Institute, Balboa, Republic of Panama, APO Miami 43002, USA; John M. Williams Associates, Box 281, Brockport, NY 14420, United States","Southwick, E.E., Department of Biological Sciences, State University of New York, Brockport, NY 14420 USA, Telephone: 716-395-5743, Fax: (716) 395-2416; Roubik, D.W., Smithsonian Tropical Research Institute, Balboa, Republic of Panama, APO Miami 43002, USA; Williams, J.M., John M. Williams Associates, Box 281, Brockport, NY 14420, United States","1. 1. Groups of honey bees (Apis mellifera L.) are able to metabolically regulate their central temperature under cold stress. At 2°C, Africanized honey bees in 30 g groups consumed 46.4% more oxygen per unit time holding their core temperatures at 29.0°C compared to European honey bees. 2. 2. Differences in oxygen consumption increase as group sizes decrease. Regression analysis at freezing temperature showed that the two races attain similar costs of energy balance with the same mass when Africanized colonies contain about 20,000 bees and European colonies contain 16,000 bees (Fig. 1). 3. 3. Africanized honey bees tested in groups at temperatures of 2°C and -15°C, showed metabolic rates that were 13-109% higher than those of the temperate region honey bees, but at 22.5°C, the cost of energy maintenance was 54% lower. We predict that physiological and behavioral characteristics combined with climatic conditions in North America will limit the northern distribution of nesting Africanized honey bees to a 120 consecutive day isoline of temperatures not exceeding 10°C during Winter (Fig. 2). In some southern regions of the USA, the Africanized race will have competitive advantage over the European honey bees now extant. © 1990.",,Article,,Scopus,2-s2.0-0025050906
"Levin C.G., Collison C.H., Collison C.H.","Broodnest temperature differences and their possible effect on drone brood production and distribution in honeybee colonies",1990,"Journal of Apicultural Research","29","1",,"35","45",,7,10.1080/00218839.1990.11101195,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0039313773&doi=10.1080%2f00218839.1990.11101195&partnerID=40&md5=099336b3dcbbcb714656d3da7853cd19","Department of Entomology, The Pennsylvania State University, University Park, PA, 16802, United States; Department of Entomology, Drawer EM, Mississippi State University, MS, 39762, United States","Levin, C.G., Department of Entomology, The Pennsylvania State University, University Park, PA, 16802, United States; Collison, C.H., Department of Entomology, The Pennsylvania State University, University Park, PA, 16802, United States; Collison, C.H., Department of Entomology, Drawer EM, Mississippi State University, MS, 39762, United States","Summer broodnest temperatures recorded with thermocouples in honeybee (Apis mellifera L.) colonies varied in relation to developmental brood stage and position within the broodnest. Areas containing empty drone cells were significantly warmer than those containing empty worker cells, while worker larvae and pupae had significantly higher temperatures than those of drones. Worker brood was maintained at a significantly higher temperature than drone brood in the central broodnest (frames 4–6) while not significantly different in the outer broodnest regions. Drone brood temperatures were significantly lower than those of workers in the upper, lower and peripheral comb octads, while not significantly different in the central octads. In colonies used for temperature readings, the distribution of worker and drone brood was related to broodnest temperature when broodnest position was not considered. A similar relationship, however, was not found for most frame and comb octad positions. Drone pupae distribution patterns found in other colonies could not be related to these broodnest temperature differentials. Since adult bees are responsible for colony thermoregulation, their distribution in the broodnest, in conjunction with brood metabolism, may cause the observed temperature differences associated with developmental brood stage and broodnest position. © 1990 International Bee Research Association.",,Article,,Scopus,2-s2.0-0039313773
"Harris J.W., Harbo J.R.","Suppression of Ovary Development of Worker Honeybees by Association with Workers Treated with Carbon Dioxide",1990,"Journal of Apicultural Research","29","4",,"187","193",,10,10.1080/00218839.1990.11101218,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0040245816&doi=10.1080%2f00218839.1990.11101218&partnerID=40&md5=dcd4d477ca3fe862546ba1f86028787a","Department of Entomology, Louisiana State University, 400 Life Science Bldg, Baton Rouge, LA, 70803, United States; USDA-ARS, Honey-Bee Breeding, Genetics and Physiology Research, 1157 Ben Hur Rd., Baton Rouge, LA, 70820, United States","Harris, J.W., Department of Entomology, Louisiana State University, 400 Life Science Bldg, Baton Rouge, LA, 70803, United States; Harbo, J.R., USDA-ARS, Honey-Bee Breeding, Genetics and Physiology Research, 1157 Ben Hur Rd., Baton Rouge, LA, 70820, United States","Newly emerged worker honeybees (Apis mellifera L.) aged less than 24 h were placed into queenless cages and given a section of empty drone comb and unlimited supplies of honey, water and pollen. Cages were kept in an incubator at 34 ± 1°C. Workers treated with a 15-min exposure to CO2 at 0–3 days of age produced significantly fewer eggs than controls that received no CO2. Workers in queenless cages for 4–6 days before CO2 narcosis had egg production equal to that of controls. Thus CO2 had no apparent effect after the workers had been queenless for 4 days. In a second study, 5 untreated workers shared cages with 25 sisters that had been treated with three 15-min doses of CO2. Association with the treated workers retarded ovary development of the untreated cagemates when compared to sister bees in identical cages that contained no bees given CO2. Cages with treated workers consumed only 17% as much pollen as controls. So low pollen consumption may have reduced the total amount of protein that was available and shared within the caged population. Since oogenesis requires protein, a lack of protein may have retarded ovary development. © 1990 International Bee Research Association.",,Article,,Scopus,2-s2.0-0040245816
"Craig A.G., Trenczek T., Fries I., Bennich H.","Mass spectrometric identification of peptides present in immunized and parasitised hemolymph from honeybees without purification",1989,"Biochemical and Biophysical Research Communications","165","2",,"637","643",,5,10.1016/S0006-291X(89)80013-0,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024831908&doi=10.1016%2fS0006-291X%2889%2980013-0&partnerID=40&md5=eeb25a42202847992022aa4c083ba6b5","Department of Immunology, Biomedical Center, University of Uppsala, Box 582, S-75123 Uppsala, Sweden; Bee Department, Swedish University of Agricultural Sciences, Box 7024, S-750 07 Uppsala, Sweden","Craig, A.G., Department of Immunology, Biomedical Center, University of Uppsala, Box 582, S-75123 Uppsala, Sweden; Trenczek, T., Department of Immunology, Biomedical Center, University of Uppsala, Box 582, S-75123 Uppsala, Sweden; Fries, I., Bee Department, Swedish University of Agricultural Sciences, Box 7024, S-750 07 Uppsala, Sweden; Bennich, H., Department of Immunology, Biomedical Center, University of Uppsala, Box 582, S-75123 Uppsala, Sweden","We propose that a substance, identified using mass spectrometry, present in the hemolymph of the honeybee (Apis mellifera) as a result of stimulating the insect immune system corresponds with Apidaecin I, an antibacterial peptide recently described. The plasma desorption mass spectra indicate that several other higher molecule mass substances are synthesised as a result of bacterial or parasite infection. © 1989 Academic Press, Inc.",,Article,,Scopus,2-s2.0-0024831908
"Moritz R.F.A.","Colony level and within colony level selection in honeybees - A two allele population model for Apis mellifera capensis",1989,"Behavioral Ecology and Sociobiology","25","6",,"437","444",,17,10.1007/BF00300190,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000949072&doi=10.1007%2fBF00300190&partnerID=40&md5=60fd74f9823402b00699c8b99c897a99","Bayerische Landesanstalt für Bienenzucht, Burgbergstrasse 70, Erlangen, D-8520, Germany","Moritz, R.F.A., Bayerische Landesanstalt für Bienenzucht, Burgbergstrasse 70, Erlangen, D-8520, Germany","Although honeybee workers are usually infertile, in queenless colonies some workers can develop ovaries and produce offspring. Therefore the classical Darwinian fitness of workers is not zero. Experimental studies in the Cape honey bee (Apis mellifera capensis) reveal a huge genetic variation for individual fitness of workers. The present study with a one locus, two allele model for reproductive dominance of workers shows that a balanced system between colony level and individual within colony selection plausibly explains the phenomenon of a high genetic variance of worker fitness. In particular, a frequent occurrence of queenless colonies in the population leads to stable polymorphic equilibria. Also the multiple mating system of the honey bee queen supports the propagation of alleles causing reproductive dominance of workers. © 1989 Springer-Verlag.",,Article,,Scopus,2-s2.0-0000949072
"Huang Z.-Y., Otis G.W.","Factors determining hypopharyngeal gland activity of worker honey bees (Apis mellifera L.)",1989,"Insectes Sociaux","36","4",,"264","276",,47,10.1007/BF02224880,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000077393&doi=10.1007%2fBF02224880&partnerID=40&md5=9bda7068a93b92a256c13d98f91496c5","Department of Environmental Biology, University of Guelph, Guelph, N1G 2W1, Ontario, Canada","Huang, Z.-Y., Department of Environmental Biology, University of Guelph, Guelph, N1G 2W1, Ontario, Canada; Otis, G.W., Department of Environmental Biology, University of Guelph, Guelph, N1G 2W1, Ontario, Canada","The effects of worker age, brood stage and time of brood introduction or brood withdrawal on the hypopharyngeal (HP) gland activity of worker bees were examined. Worker age exerted a marked influence on gland activity. Only larvae affected HP gland activity, while eggs and pupae did not. Bees had inactive glands until their third day of larval feeding and they maintained high gland activity for approximately three days after larval removal. The data are congruent with the hypothesis that feeding behaviour itself causes gland activation, although the possibility that larvae produce a primer pheromone cannot be excluded. © 1989 Masson.",,Article,,Scopus,2-s2.0-0000077393
"Keskin N.","Staphylococcus aureus infection in honeybees (Apis mellifera L.)",1989,"Mikrobiyoloji Bulteni","23","3",,"251","254",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024797483&partnerID=40&md5=c6d1a7d54905d83ae0263f7fdbc61eed","Biyoloji Bolumu, Fen Fakultesi, Hacettepe Universitesi, Beytepe-Ankara, Turkey","Keskin, N., Biyoloji Bolumu, Fen Fakultesi, Hacettepe Universitesi, Beytepe-Ankara, Turkey",[No abstract available],,Article,,Scopus,2-s2.0-0024797483
"Pabst M.A.","Utlrastructural studies on differentiation of the ocellar retina (Apis mellifera L.: Hymenoptera)",1989,"Zeitschrift fur Mikroskopisch-Anatomische Forschung - Abteilung 2","103","5",,"781","800",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024958562&partnerID=40&md5=4444f68780652590cc432826f6d974eb","Department of Histology and Embryology, University of Graz, Harrachg. 21, A-8010 Graz, Austria","Pabst, M.A., Department of Histology and Embryology, University of Graz, Harrachg. 21, A-8010 Graz, Austria",[No abstract available],,Article,,Scopus,2-s2.0-0024958562
"Walldorf U., Fleig R., Gehring W.J.","Comparison of homeobox-containing genes of the honeybee and Drosophila",1989,"Proceedings of the National Academy of Sciences of the United States of America","86","24",,"9971","9975",,74,10.1073/pnas.86.24.9971,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024847959&doi=10.1073%2fpnas.86.24.9971&partnerID=40&md5=3d7b4731e183417e6cb981b418dc82db","Department of Cell Biology, Biocenter, University of Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland","Walldorf, U., Department of Cell Biology, Biocenter, University of Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland; Fleig, R., Department of Cell Biology, Biocenter, University of Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland; Gehring, W.J., Department of Cell Biology, Biocenter, University of Basel, Klingelbergstrasse 70, CH-4056 Basel, Switzerland","We report the isolation of seven homeobox-containing genes from the honeybee (Apis mellifera). Sequence analysis of all homeoboxes and some flanking sequences showed that six of seven genes are more than 90% identical to their corresponding Drosophila homologues within the homeobox and, with one exception, also in the flanking sequences. The homologues that were identified include three homeotic selector genes [Sex combs reduced (Scr), Antennapedia (Antp), and abdominal-A (abd-A); the two engrailed (en) genes; and the muscle segment homeobox (msh)]. Surprisingly, no homologue of the segmentation gene fushi tarazu was found in the honeybee. For the remaining bee gene, a Drosophila homologue is not known. This indicates that, with some exceptions, structurally homologous genes are involved in the control of bee and Drosophila development, although Hymenoptera differ significantly in their embryogenesis from Diptera and have evolved separately for some 250 million years.","evolutionary conservation; Gene isolation; homeobox sequence",Article,,Scopus,2-s2.0-0024847959
"Bounias M.","Characterization of the honeybee haemolymph α-glycosidase specificity and apparent cooperativity as related to substrate-directed aggregation of enzyme asymmetric protomers",1989,"Acta Biochimica et Biophysica Hungarica","24","4",,"325","342",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024798438&partnerID=40&md5=b91c5d5800a25861844660feb2a20c42","Laboratory of Biochemistry, INRA, University of Avignon, B.P. 91, F-84140 Montfavet, France","Bounias, M., Laboratory of Biochemistry, INRA, University of Avignon, B.P. 91, F-84140 Montfavet, France",[No abstract available],,Article,,Scopus,2-s2.0-0024798438
"Buchanan G.M., Bitterman M.E.","Learning in honeybees as a function of amount of reward: Tests of the equal-asymptote assumption",1989,"Animal Learning & Behavior","17","4",,"475","480",,8,10.3758/BF03205229,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024818182&doi=10.3758%2fBF03205229&partnerID=40&md5=d0f9e3110d6e0158b7d53f2e416be7bd","University of Hawaii, Honolulu, Hawaii, United States","Buchanan, G.M., University of Hawaii, Honolulu, Hawaii, United States; Bitterman, M.E., University of Hawaii, Honolulu, Hawaii, United States","In Experiments 1 and 2, honeybee foragers visiting the laboratory were fed on targets of two different colors, one containing 5 μl and the other containing 20 μl of 50% sucrose solution. The targets were presented singly in quasi-random sequences on the training visits, after which preference was measured in an unrewarded choice test. In Experiment 1, 16 differentially rewarded training trials with each color were followed by the same number of trials with the color-amount relation reversed; no preference for either color was found in the subsequent choice test. In Experiment 2, 20 differentially rewarded training trials with each color-enough to produce a clear preference for the 20-μl color when given directly after pretraining-were given after 10 feedings to repletion on each color that were calculated to generate near-asymptotic associative strength; no preference for either color was found in the subsequent choice test. In Experiment 3, there were 12 feedings to repletion on one color and, on the other, 12 feedings to repletion followed by 15 trials with a small (5 μl) reward; no preference was found in a subsequent choice test. The results of all three experiments support a nonrepresentational interpretation of the role of amount of reward in the learning of honeybees. © 1989 Psychonomic Society, Inc.",,Article,,Scopus,2-s2.0-0024818182
"Menzel R., Ventura D.F., Werner A., Joaquim L.C.M., Backhaus W.","Spectral sensitivity of single photoreceptors and color vision in the stingless bee, Melipona quadrifasciata",1989,"Journal of Comparative Physiology A","166","2",,"151","164",,13,10.1007/BF00193460,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024786660&doi=10.1007%2fBF00193460&partnerID=40&md5=45b3a1bbc194869652ca568b83c22cb3","Freie Universität Berlin, FB Biologie, Institut für Neurobiologie, Königin-Luise-Strasse 28/30, Berlin, 33, Germany; Universidade de São Paulo, Instituto de Psicologia, Cx. Postal 66261, São Paulo, CEP 05508, Brazil","Menzel, R., Freie Universität Berlin, FB Biologie, Institut für Neurobiologie, Königin-Luise-Strasse 28/30, Berlin, 33, Germany; Ventura, D.F., Universidade de São Paulo, Instituto de Psicologia, Cx. Postal 66261, São Paulo, CEP 05508, Brazil; Werner, A., Freie Universität Berlin, FB Biologie, Institut für Neurobiologie, Königin-Luise-Strasse 28/30, Berlin, 33, Germany; Joaquim, L.C.M., Universidade de São Paulo, Instituto de Psicologia, Cx. Postal 66261, São Paulo, CEP 05508, Brazil; Backhaus, W., Freie Universität Berlin, FB Biologie, Institut für Neurobiologie, Königin-Luise-Strasse 28/30, Berlin, 33, Germany","1. The spectral sensitivities of the photoreceptors in the compound eye of the stingless bee, Melipona quadrifasciata (Hymenoptera, Apoidea), was determined by the spectral scanning method. Three spectral receptor types were found with λmax at 356 nm, 424 nm, and 532 nm (Fig. 1). Intracellular markings confirmed one morphological type of green receptor (svf 1) and one type of UV receptor (1vf 1) whose axon morphology resembles that of the corresponding spectral receptor types in the honeybee, Apis mellifera (Fig. 2). 2. Training experiments with a large number of color signals were performed at the hive entrance and the feeding place under natural daylight conditions (Figs. 4-6). The tests were either dual (2 alternative color signals) choice tests or multiple (12 simultaneously presented alternative color signals) choice tests. Melipona discriminates colors very well in both behavioral contexts, but discrimination is generally better at the feeding place (Fig. 7). A comparison with Apis shows that Melipona discriminates colors in the bluish green better than Apis, and that Apis discriminates all other colors better. 3. The spectral properties of the receptor types were used to construct a color space in which all the color signals tested in the behavioral experiments are represented at particular loci (Fig. 3). A receptor model of color vision as proposed by Backhaus and Menzel (1987) for the honeybee is used to calculate the perceptual distance between the colors corresponding to the loci of the color stimuli. This model interprets the perceptual distance between two color stimuli as the number of just noticeable difference steps in the corresponding receptor voltage signals. The predicted distances are highly correlated with the discrimination values of the behavioral tests (Fig. 12). © 1989 Springer-Verlag.","Color vision; Melipona quadrifasciata; Photoreceptors; Spectral sensitivities; Stingless bee",Article,,Scopus,2-s2.0-0024786660
"Visscher P.K.","A quantitative study of worker reproduction in honey bee colonies",1989,"Behavioral Ecology and Sociobiology","25","4",,"247","254",,139,10.1007/BF00300050,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024899418&doi=10.1007%2fBF00300050&partnerID=40&md5=4bee9dd2a4de99b6000b392a5a316395","Section of Neurobiology and Behavior, Cornell University, Mudd Hall, Ithaca, 14853, New York, United States","Visscher, P.K., Section of Neurobiology and Behavior, Cornell University, Mudd Hall, Ithaca, 14853, New York, United States","In 11 Apis mellifera colonies with laying queens, about 0.12% of the males produced derived from eggs laid by workers. This result requires explanation both of why workers produce any males, and, since they do, why they produce so few. Workers may maximize their inclusive fitness by forgoing reproduction, or their sterility may be due to to enforcement of the interests of the queen or those of other workers. The presence of laying workers might then result from developmental noise in the workers, from a failure of communication of the queen's presence, or a failure of enforcement mechanisms. Selection for worker reproduction in colonies following queen loss may also play a role in shaping worker reproduction in colonies with a queen. The hypothesis of worker sterility enforced by other workers seems most likely to be correct, but further studies on these hypotheses are needed. © 1989 Springer-Verlag.",,Article,,Scopus,2-s2.0-0024899418
"Fahrenholz L., Lamprecht I., Schricker B.","Microcalorimetric investigations of the energy metabolism of honeybee workers, apis mellifera carnica",1989,"Thermochimica Acta","151","C",,"13","21",,8,10.1016/0040-6031(89)85333-X,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-4244055580&doi=10.1016%2f0040-6031%2889%2985333-X&partnerID=40&md5=07fdd765c53b88ac486bc62ad43bf0d1","Institut für Allgemeine Zoologie, Freie Universität Berlin, Königin-Luise-Straße 1-3, D-1000 Berlin 33, Germany; Institut für Biophysik, Freie Universität Berlin, Thielallee 63, D-1000 Berlin 33, Germany","Fahrenholz, L., Institut für Allgemeine Zoologie, Freie Universität Berlin, Königin-Luise-Straße 1-3, D-1000 Berlin 33, Germany; Lamprecht, I., Institut für Biophysik, Freie Universität Berlin, Thielallee 63, D-1000 Berlin 33, Germany; Schricker, B., Institut für Allgemeine Zoologie, Freie Universität Berlin, Königin-Luise-Straße 1-3, D-1000 Berlin 33, Germany","Heat production measurements were performed for individual workers of different age and for worker groups of the honeybee Apis mellifera carnica by means of a 100-ml-Calvet-calorimeter. Individual worker bees show a strong positive correlation of the weight specific heat production rate with age. Increasing numbers of workers together in a group reduce the heat production drastically, so that a group of 12 bees dissipate less heat than one isolated animal. Addition of a queen or of bee brood to a group of 6 workers lowers the heat output, too. These effects could be described as socially conditioned by the use of an endoscope or a microphone incorporated into the calorimetric vessel. Endoscopie observations have been performed in the visible and the infrared region of the spectrum. © 1989.",,Article,,Scopus,2-s2.0-4244055580
"Ziegler A., Walz B.","Analysis of extracellular calcium and volume changes in the compound eye of the honeybee drone, Apis mellifera",1989,"Journal of Comparative Physiology A","165","5",,"697","709",,38,10.1007/BF00611001,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-0024373971&doi=10.1007%2fBF00611001&partnerID=40&md5=1851e3e3f256e34b6590f8f045ec3f6c","Institut für Zoologie, Universität Regensburg, Regensburg, D-8400, Germany","Ziegler, A., Institut für Zoologie, Universität Regensburg, Regensburg, D-8400, Germany; Walz, B., Institut für Zoologie, Universität Regensburg, Regensburg, D-8400, Germany","Superfused slices of drone retina were used for a quantitative analysis of light-induced changes in extracellular Ca2+ concentration ([Ca2+]o) and extracellular space (ECS) volume. 20-ms light flashes elicited biphasic changes in [Ca2+]o. For a saturating flash a brief, initial decrease was followed by a transient increase of 120±34 μM. Long, dim steps of light (5 min) produced either a decrease or an increase in [Ca2+]o depending strongly on the previous illumination. Brighter continuous lights caused the [Ca2+]o to increase transiently by 1.4 m M to a peak from which it decayed to a plateau, up to 0.6 m M above the dark concentration. Light flashes (20 ms) caused a shrinkage in ECS volume not exceeding 4%. Thus, changes in [Ca2+]o were almost completely due to Ca2+ fluxes between the ECS and adjacent cells. Continuous lights caused a shrinkage in ECS volume rarely exceeding 16%-20%. Thus, less than 15% of the measured Ca2+ changes could be attributed to shrinkage of the ECS. These data confirm that the ECS functions as a source and a sink for Ca2+ mobilized by light. For comparison, we also made a few measurements of changes in [Ca2+]o in the retina of Calliphora. © 1989 Springer-Verlag.",,Article,,Scopus,2-s2.0-0024373971
